alpha,beta,rho,worst_ratio,M,b0,frac,harmonic_loses
1.9306977288832496,0.13894954943731375,13.894954943731374,2.2545774192298347,200,20,0.9,1
1.9306977288832496,0.193069772888325,9.999999999999998,1.791152582305164,200,20,0.9,1
1.9306977288832496,0.2682695795279726,7.196856730011518,1.491149233651534,200,5,0.75,1
1.9306977288832496,0.372759372031494,5.17947467923121,1.3291236684690564,200,5,0.7000000000000001,1
1.9306977288832496,0.517947467923121,3.7275937203149403,1.188588970206148,200,5,0.7000000000000001,1
1.9306977288832496,0.7196856730011519,2.6826957952797255,1.0720987547708836,200,5,0.75,1
1.9306977288832496,1.0,1.9306977288832496,1.0134314136912197,5,2,0.55,1
1.9306977288832496,1.3894954943731375,1.3894954943731375,1.0045446959600506,10,2,0.5,1
1.9306977288832496,1.9306977288832496,1.0,1.0000000000000004,10,2,1.0,1
1.9306977288832496,2.6826957952797246,0.7196856730011522,1.0000000000000004,2,2,1.0,1
1.9306977288832496,3.72759372031494,0.517947467923121,1.0000000000000002,10,2,1.0,1
1.9306977288832496,5.17947467923121,0.372759372031494,1.0000000000000004,10,2,1.0,1
1.9306977288832496,7.196856730011517,0.2682695795279726,1.0000000000000004,10,2,1.0,1
1.9306977288832496,10.0,0.19306977288832497,1.0000000000000004,50,2,1.0,1
2.6826957952797246,0.1,26.826957952797244,3.581173022179435,200,20,0.9,1
2.6826957952797246,0.13894954943731375,19.306977288832496,2.846195472183492,200,20,0.9,1
2.6826957952797246,0.193069772888325,13.894954943731372,2.254577419229834,200,20,0.9,1
2.6826957952797246,0.2682695795279726,9.999999999999995,1.7911525823051637,200,20,0.9,1
2.6826957952797246,0.372759372031494,7.196856730011517,1.4911492336515342,200,5,0.75,1
2.6826957952797246,0.517947467923121,5.179474679231211,1.3291236684690564,200,5,0.7000000000000001,1
2.6826957952797246,0.7196856730011519,3.727593720314939,1.1885889702061476,200,5,0.7000000000000001,1
2.6826957952797246,1.0,2.6826957952797246,1.0720987547708836,200,5,0.75,1
2.6826957952797246,1.3894954943731375,1.9306977288832496,1.01343141369122,5,2,0.55,1
2.6826957952797246,1.9306977288832496,1.3894954943731375,1.0045446959600508,10,2,0.5,1
2.6826957952797246,2.6826957952797246,1.0,1.0000000000000004,2,2,1.0,1
2.6826957952797246,3.72759372031494,0.7196856730011517,1.0000000000000004,10,2,1.0,1
